id,okud,current2210,previous2210,current2220,previous2220,current2200,previous2200,current2320,previous2320,current2330,previous2330,current2340,previous2340,current2350,previous2350,current2300,previous2300,current2410,previous2410,current2400,previous2400,current2411,previous2411,current2412,current2500,previous2500,current2110,previous2110,current2120,previous2120,current2100,previous2100,address,company_name,current2460,previous2412,current2900,previous2900,current2310,previous2310,previous2460,expl2340,expl2350,expl2410,expl2110,expl2120,current2510,expl2220,expl2320,expl2300,expl2900,expl2411,expl2412,expl2210,current2530,previous2510,previous2530,current2520,previous2520,current2910,previous2910,expl2330,expl2400,expl2500,expl2460,expl2100,expl2200,expl2310
51513422.0,0710002,,,1010.0,,-6108.0,,2.0,,,,5100.0,8778.0,7983.0,210330.0,-8989.0,-201552.0,,,-8989.0,-201552.0,,,,-8989.0,-201552.0,2.0,,5100.0,,-5098.0,,"г. Москва, вн.тер.г. муниципальный округ Хамовники, ул. Тимура Фрунзе, д. 16, стр. 3, 119021","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГЛАВЗАРУБЕЖСТРОЙ""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52778875.0,0710002,,,26670.0,42099.0,-7003.0,-24345.0,,,0.0,215.0,4191.0,24858.0,16570.0,691.0,-19382.0,1022.0,-11.0,-89.0,-19403.0,933.0,11.0,89.0,,-19403.0,933.0,129159.0,59414.0,109492.0,41660.0,19667.0,17754.0,"127083, Москва г, Петровско-Разумовская аллея, дом № 10, корпус 2","Акционерное общество  ""ГЛАВУКС""",-10.0,,,,0.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51977105.0,0710002,0.0,728.0,13790.0,,-1503.0,-7283.0,2341.0,5120.0,,,464.0,8912.0,3180.0,5561.0,-1878.0,1188.0,,,-33795.0,832.0,,,,-33795.0,832.0,27115.0,23332.0,14828.0,29887.0,12287.0,-6555.0,"214019, Смоленская обл, Смоленск г, Трамвайный проезд, дом 14, офис 105","Акционерное общество ""ГРАЖДАНСТРОЙ""",-31917.0,,,,,,-356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
52781430.0,0710002,,,269625.0,221623.0,73204.0,66641.0,27724.0,1348.0,1711.0,1297.0,197133.0,228717.0,208914.0,235567.0,87436.0,59842.0,-13556.0,-9442.0,73880.0,50400.0,14489.0,11249.0,933.0,73880.0,50400.0,3337029.0,3724263.0,2994200.0,3435999.0,342829.0,288264.0,"107031, Москва г, вн.тер.г. муниципальный округ Мещанский, пл Трубная, д. 2, кв. 14/1п, ","Акционерное общество ""ГРАНИ ГОРОДА""",,1807.0,739.0,504.0,,,,3.16,3.16,3.17,3.15,3.15,,3.15,,,3.19,3.17,3.17,,,,,,,,,,,,,,,
51852649.0,0710002,,,12927.0,12591.0,1874.0,4143.0,,,,,0.0,76.0,813.0,2320.0,1061.0,1899.0,-212.0,-593.0,472.0,1306.0,212.0,593.0,,472.0,1306.0,160774.0,420870.0,145973.0,404136.0,14801.0,16734.0,"367013, Дагестан Респ, г Махачкала, пр-кт Гамидова, 27","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАГЕСТАНСТРОЙ""",-377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50363305.0,0710002,,,,,,,,,,,1956.0,785.0,5980.0,3324.0,,,,,-10971.0,-13662.0,,,,,,48889.0,55704.0,55836.0,66827.0,,,"692940, Приморский край, Находка г, Крайнева ул, дом № 8","Акционерное общество ""ДАЛЬМОРМОНТАЖ-ВОСТОЧНЫЙ""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50886026.0,0710002,,,13112.0,16930.0,12410.0,1609.0,,,0.0,381.0,0.0,17.0,1706.0,3668.0,10704.0,-2423.0,-2131.0,-4.0,8573.0,-2680.0,2131.0,4.0,,8573.0,-2680.0,139562.0,67046.0,114040.0,48507.0,25522.0,18539.0,"129090, Город Москва, вн.тер. г. Муниципальный Округ Мещанский, ул Гиляровского, дом 4, строение 5, офис 113","Акционерное общество ""ДАМАЛА""",0.0,,,,,,-253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
52646510.0,0710002,,,34628.0,42795.0,27566.0,6397.0,1075.0,1416.0,1033.0,84.0,1785.0,8472.0,11751.0,9792.0,17642.0,6409.0,-5128.0,-1473.0,12346.0,5185.0,1267.0,932.0,-3862.0,12346.0,5185.0,111272.0,69055.0,49078.0,19863.0,62194.0,49192.0,"119285, Москва г, ул Пудовкина, д. 13, помещ. VIII","Акционерное общество ""ДЖИТЕХ""",-168.0,-541.0,,,,,249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
52549900.0,0710002,,,,,,,,,0.0,5710.0,0.0,173.0,10.0,3340.0,,,0.0,201.0,0.0,803.0,,,,,,46839.0,226298.0,46829.0,216417.0,,,"191124, Санкт-Петербург г, наб Синопская, 64А, 18-Н, 10","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДИАПАЗОН""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52227925.0,0710002,,,12010.0,18405.0,-9252.0,19499.0,1481.0,2229.0,597.0,11965.0,2970.0,17494.0,1012.0,23921.0,-6410.0,3336.0,1555.0,-1042.0,-4855.0,2294.0,0.0,1164.0,1555.0,-4855.0,2294.0,2758.0,312052.0,0.0,274148.0,2758.0,37904.0,"443028, Самарская область, г. Самара, п. Мехзавод, кв-л 1-Й, дом 31, помещение 1","Акционерное общество ""ДИРЕКЦИЯ ОБЪЕКТОВ РЕКОНСТРУКЦИИ И СТРОИТЕЛЬСТВА""",,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51103593.0,0710002,0.0,,18692.0,,-18692.0,-20318.0,148887.0,96693.0,0.0,45.0,89364.0,350625.0,163208.0,298245.0,56351.0,128710.0,-11270.0,-25742.0,42263.0,101402.0,18277.0,32235.0,7007.0,42263.0,101402.0,0.0,1353.0,0.0,21671.0,0.0,-20318.0,"141704, Московская обл, Долгопрудный г, ул. Набережная, д.23,к.1, НП 6","АО ""ДУКС""",-2818.0,6493.0,42.0,101.0,,,-1566.0,,,,,6.,,6.,,,,,,6.,,,,,,,,,,,,,,
51847163.0,0710002,,,,,43132.0,74483.0,7956.0,2894.0,,,11271.0,10849.0,52885.0,59320.0,9474.0,28906.0,-2926.0,-14848.0,6548.0,14058.0,2926.0,14848.0,,6548.0,14058.0,46761.0,222337.0,3629.0,147854.0,43132.0,74483.0,"г. Белгород, ул. Чехова, д. 2А, оф. 109, 308014","Акционерное общество ""ДОМОСТРОИТЕЛЬНАЯ КОМПАНИЯ""-СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52753284.0,0710002,,,11579.0,15402.0,-74396.0,34475.0,217091.0,159964.0,547475.0,416342.0,256424.0,218440.0,360365.0,230665.0,-508721.0,-234128.0,719254.0,36902.0,210533.0,-197226.0,,,719254.0,210533.0,-197226.0,80532.0,174384.0,143349.0,124507.0,-62817.0,49877.0,"123007, Москва г, вн.тер.г. муниципальный округ Хорошевский, проезд 3-й Хорошёвский, д. 3, кв. Эт 1 Пом I Ком 51, ","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДОМОСТРОИТЕЛЬНЫЙ КОМБИНАТ № 1""",,36902.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51509212.0,0710002,,,19513.0,22590.0,5311.0,-9298.0,14.0,,,,75.0,12442.0,4873.0,2786.0,527.0,358.0,-210.0,-177.0,317.0,180.0,214.0,183.0,4.0,317.0,180.0,98400.0,88392.0,73576.0,75100.0,24824.0,13292.0,"603047, Нижегородская обл, Нижний Новгород г, Героя Рябцева ул, дом 1В, корпус 21","Акционерное Общество ""Домостроительный комбинат №2""",0.0,6.0,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
52797457.0,0710002,,,13388.0,15231.0,7683.0,655.0,129.0,,,,10760.0,54185.0,16934.0,53016.0,1638.0,1824.0,-1429.0,-196.0,209.0,1628.0,1429.0,421.0,0.0,209.0,1628.0,416593.0,225684.0,395522.0,209798.0,21071.0,15886.0,"410019, Саратовская обл, г Саратов, ул Зеленая, д. 107, кв. 26, ","Акционерное общество ""Дорожный Центр Внедрения""",,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
